image_path,fever,nodules,mouth_sores,nasal_discharge,cough,swollen_lymph,disease
lumpy/img1999_jpg.rf.e6ffd4423cd9a6330f56e2ad9d87f922.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0141_jpg.rf.8e54b1c33975fd7946b5b3d48956714d.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0154_jpg.rf.64bd35cf95a4cd6c2f4a7419c35b5264.jpg,1,1,0,0,1,0,LSD
lumpy/img1225.jpg,1,1,0,0,1,0,LSD
lumpy/img1254.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0197_jpg.rf.42e245cdd43d55f02a3684c1f109f1a3.jpg,1,1,0,0,1,0,LSD
lumpy/img2350_jpg.rf.c703b6f7ba80c13807b0032e3082837a.jpg,1,1,0,0,1,0,LSD
lumpy/15_jpg.rf.68d07c66e276b17668641e7746fe3d39.jpg,1,1,0,0,1,0,LSD
lumpy/img1756_jpg.rf.c805cfd4fda598a7f754d84f9f84843a.jpg,1,1,0,0,1,0,LSD
lumpy/img1260.jpg,1,1,0,0,1,0,LSD
lumpy/img1940_jpg.rf.d3bcf80fc6c254af645f82eb555ce24a.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0239_jpg.rf.ddb82706f04c81de0cc40fcd6b338409.jpg,1,1,0,0,1,0,LSD
lumpy/img1029.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_081529_jpg.rf.de88277428f667c250c0044986026055.jpg,1,1,0,0,1,0,LSD
lumpy/WhatsApp-Image-2022-10-07-at-3-42-30-PM_jpeg_jpg.rf.116734adfe6228680b53fd017cde6431 - Copy.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_42_png.rf.e40b8d7f874dd403f2313cfe10a828bb.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_49-resized.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220901-WA0037_jpg.rf.d4783288772e2240fe6be4100d6ea397.jpg,1,1,0,0,1,0,LSD
lumpy/8_jpg.rf.2af5f57cfa748814f1692c3df49f15a7.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_66_png.rf.eb1ec664b2e010127d9fbe12c8bbec1d.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0255_jpg.rf.fae49f7f0a89c5b341a10bfbc2ee504e.jpg,1,1,0,0,1,0,LSD
lumpy/FB_IMG_1662698182041_jpg.rf.a276f3588cca3efe4a1015c5d985b5d4.jpg,1,1,0,0,1,0,LSD
lumpy/93_jpg.rf.6a5cb8fed6a08891e8d260211e67c719.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_120508_jpg.rf.aca469560e3c3dae4a34e2c068339877.jpg,1,1,0,0,1,0,LSD
lumpy/LS-9_jpg.rf.7babc57f77f39e487bb3614182369734.jpg,1,1,0,0,1,0,LSD
lumpy/img1939_jpg.rf.420b3cbb8327229fa922621cf9ba569d.jpg,1,1,0,0,1,0,LSD
lumpy/img1243.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220906_172625_jpg.rf.2b12cef04d6b2abb57da162489ce1432.jpg,1,1,0,0,1,0,LSD
lumpy/img1102.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0048_jpg.rf.a5b198a818fdb953affc6574c2baf649.jpg,1,1,0,0,1,0,LSD
lumpy/img1890_jpg.rf.609e5051f2a9aa9b9655599eb31a7673.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_7_png.rf.5e9efba9e1fd173b3a8b12650bafb754.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0234_jpg.rf.b2a0e34adb49cf25cf85554645183af9.jpg,1,1,0,0,1,0,LSD
lumpy/img1284.jpg,1,1,0,0,1,0,LSD
lumpy/29_jpg.rf.852c67d18199dae24a39209a743bac9c.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0087_jpg.rf.52646fb12281029966c676ca4308ceb2.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0065_jpg.rf.0be2838d019b1f7515454ddcc078c42b.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0168_jpg.rf.782500b9f23cde3de116ef4d1762b55c.jpg,1,1,0,0,1,0,LSD
lumpy/img1667_jpg.rf.b580a066e59f1f7868647480be9e4a7a.jpg,1,1,0,0,1,0,LSD
lumpy/20_jpg_jpeg_jpg.rf.7ddc4437e55b4c418276f75491968d80.jpg,1,1,0,0,1,0,LSD
lumpy/img1751_jpg.rf.067c391c28c4eb49427df2d72919df7d.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin-resized.jpg,1,1,0,0,1,0,LSD
lumpy/LS-31_JPG_jpg.rf.7ad4cb649b78839d638946bb49a823e9.jpg,1,1,0,0,1,0,LSD
lumpy/86_jpg.rf.0ecc945cdd3a9fd89bd51c49dfdea92d.jpg,1,1,0,0,1,0,LSD
lumpy/img1401.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220831-WA0017_jpg.rf.c154fcc4984dfeb6e6baa8db0140b30a.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_110005_jpg.rf.149c87d28fe9c69f2ff992be702f01fa.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-144-_png_jpg.rf.2249acaca35b4d56f469ccfacdb562eb.jpg,1,1,0,0,1,0,LSD
lumpy/img2324_jpg.rf.e344c6b10eee06772233a8ffc773f9f6.jpg,1,1,0,0,1,0,LSD
lumpy/img1016.jpg,1,1,0,0,1,0,LSD
lumpy/27_jpg.rf.29646892c78164b616d9931bfffbb55a.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220829_124417_jpg.rf.7a6aa562677956a3d89513420f0d0877.jpg,1,1,0,0,1,0,LSD
lumpy/img1197.jpg,1,1,0,0,1,0,LSD
lumpy/img1293(1).jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0164_jpg.rf.e60c0905c163792c6d3773766cd6f9e6.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-82-_jpg.rf.bb6b02869e4cbb886601ee02fc8a6793.jpg,1,1,0,0,1,0,LSD
lumpy/81_jpg.rf.f1df622a1710921e8574ff9fb5557cc5.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_107-resized.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0235_jpg.rf.297a8d4bc3487c6c6f437dc22d7e973f.jpg,1,1,0,0,1,0,LSD
lumpy/img1141.jpg,1,1,0,0,1,0,LSD
lumpy/img2286_jpg.rf.a798805b32458c0a557f2f40f1f4a361.jpg,1,1,0,0,1,0,LSD
lumpy/img1073.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-44-_png_jpg.rf.99e3718b9de525d4b6efce054b2a510f.jpg,1,1,0,0,1,0,LSD
lumpy/img2055_jpg.rf.1769b07a82ce928ba426b8e9efe16b31.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220901-WA0056_jpg.rf.4716d82a00b96451f414d9344596742e.jpg,1,1,0,0,1,0,LSD
lumpy/img1246.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0195_jpg.rf.d993eddaaa1ebf9e51c62395700d41de.jpg,1,1,0,0,1,0,LSD
lumpy/img2273_jpg.rf.a9cdb7db3f5bb3694b5e7c7a07cf14b7.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0188_jpg.rf.b4245f6f33404d93554cc681995862b6.jpg,1,1,0,0,1,0,LSD
lumpy/img1045.jpg,1,1,0,0,1,0,LSD
lumpy/img2335_jpg.rf.9c6cceb3bbc7e816f3d64ae87c735bea.jpg,1,1,0,0,1,0,LSD
lumpy/images-2-_jpg.rf.6d1d1d95793b3483c11e016e86364532.jpg,1,1,0,0,1,0,LSD
lumpy/img2051_jpg.rf.391e02c093374b569678e97d95dd5436.jpg,1,1,0,0,1,0,LSD
lumpy/img1116.jpg,1,1,0,0,1,0,LSD
lumpy/img1301.jpg,1,1,0,0,1,0,LSD
lumpy/Gallery_1661885931901_jpg.rf.3250fc3486600ec75a7056b0067f0e9b.jpg,1,1,0,0,1,0,LSD
lumpy/41_jpg.rf.883a1821d15cd7e99fa297b813408f3c.jpg,1,1,0,0,1,0,LSD
lumpy/img1919_jpg.rf.f94fe933c1fbe86f77ffa050a85a5fe0.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_081329_jpg.rf.862d4e01725d171bcdc64d017667f064.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220906_172314_jpg.rf.3fab770672dd8e53490ead774d6502cf.jpg,1,1,0,0,1,0,LSD
lumpy/img1124.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220831-WA0012_jpg.rf.320d3277e51d58d53f1bedba39fe361a.jpg,1,1,0,0,1,0,LSD
lumpy/img2407_jpg.rf.3f0895c201b4947843e9bdea8c3929f4.jpg,1,1,0,0,1,0,LSD
lumpy/img1282.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-141-_png_jpg.rf.cbef317d472ac2c1311b03556294a75e.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0189_jpg.rf.3ca9981e796d57854640ae85c8152891.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-228-_png_jpg.rf.9d312accbc4525b3bfd977b9ac9b3b0f.jpg,1,1,0,0,1,0,LSD
lumpy/img1091.jpg,1,1,0,0,1,0,LSD
lumpy/img1862_jpg.rf.a5a15b122667263e5735c5cd78bdae7c.jpg,1,1,0,0,1,0,LSD
lumpy/vlcsnap-2022-09-13-14h39m24s229_png_jpg.rf.15c942691a8e516ba94394aaabd34112.jpg,1,1,0,0,1,0,LSD
lumpy/fears-of-lumpy-skin-di_jpg.rf.ae480bec3acf1f0e13d694f4129d536e.jpg,1,1,0,0,1,0,LSD
lumpy/1_jpg.rf.e476869ac32637579dd94f0a8a631144.jpg,1,1,0,0,1,0,LSD
lumpy/Screenshot_2022_0901_190634_png_jpg.rf.5f2af884302a256c0ea101111eeb7f59.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-106-_png_jpg.rf.340b4a68b38f3a4ff7939f91220474d6.jpg,1,1,0,0,1,0,LSD
lumpy/img1007_jpg.rf.4b6668062c0dd2c12dfa8f32fb7457b5.jpg,1,1,0,0,1,0,LSD
lumpy/27_jpg_jpeg_jpg.rf.cae38b133e74dd74abc04417396388b8.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0164_jpg.rf.4c9cea365561afe61a4a8aa75243c66c.jpg,1,1,0,0,1,0,LSD
lumpy/img1164.jpg,1,1,0,0,1,0,LSD
lumpy/img1778_jpg.rf.71a4f47803e1e7003f358dfdf92aa2b6.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0191_jpg.rf.6f001775fb00fe26bdca58332a852c49.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-146-_png_jpg.rf.b3e02f5f6e912a5937b7ef6bea20b349.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0107_jpg.rf.10c730d8ec59a17f8bcffe7cf2503583.jpg,1,1,0,0,1,0,LSD
lumpy/images-2-_jpg.rf.cfbbe1557046fb99ae88ad6a202a5d7f.jpg,1,1,0,0,1,0,LSD
lumpy/85_jpg.rf.01755c818582f0d60b40cf280f2148ad.jpg,1,1,0,0,1,0,LSD
lumpy/LS-31_JPG_jpg.rf.0cec88837d507b391862d7dfbbeac233.jpg,1,1,0,0,1,0,LSD
lumpy/img2010_jpg.rf.6b2b658ac4b18b030a8fd83ebd7efeb7.jpg,1,1,0,0,1,0,LSD
lumpy/img1467_jpg.rf.0b7e5b6d9f897f389ee3fb369aff9b9c.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0189_jpg.rf.f4b1f36e76c617dda60bd7cb083a71c2.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_99-resized.jpg,1,1,0,0,1,0,LSD
lumpy/img1310.jpg,1,1,0,0,1,0,LSD
lumpy/img1888_jpg.rf.dca9763ff31c1fd516570b0f542f0aad.jpg,1,1,0,0,1,0,LSD
lumpy/24_jpg_jpeg_jpg.rf.12e835d6b3a5e657041212cbce904fa9.jpg,1,1,0,0,1,0,LSD
lumpy/LS-7_jpg.rf.b7b9cb2e20fc51d039be143e0983e5f1.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-89-_jpg.rf.d0aad20ea21843af108922ec2cbbd741.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-154-_png_jpg.rf.06e91508dea6bfd57f3ccb7ef89bca5f.jpg,1,1,0,0,1,0,LSD
lumpy/26_jpg.rf.bd1f48c6e87f7ca426f093728cccf96d.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0110_jpg.rf.948c92a69156958d4c3a1e897e3a675e.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0192_jpg.rf.72089c515eb2d3a85fc8ccfe2e8abce2.jpg,1,1,0,0,1,0,LSD
lumpy/img2183_jpg.rf.70f76d237af766b7a6b0c6f9075ac5b5.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-16-_png_jpg.rf.594b92eaf14398adacb35f22f88609e6.jpg,1,1,0,0,1,0,LSD
lumpy/img2346_jpg.rf.4d7c957b115298ab3adde7e51cd17ed9.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220907-WA0001_jpg.rf.06b6c9ab55d3adff5352851f08b3264b.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0190_jpg.rf.877467785ed9cf376f44ea59127229c1.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_081402_jpg.rf.8ae460a6b5208b30bc6e00726fb64446.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0240_jpg.rf.7ab11b876f291435928ab1e5361dcf53.jpg,1,1,0,0,1,0,LSD
lumpy/img1242.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_160_png.rf.6b92af3d17b044270b37d331256f3b6b.jpg,1,1,0,0,1,0,LSD
lumpy/img1328.jpg,1,1,0,0,1,0,LSD
lumpy/img1685_jpg.rf.d2e112d8db76c0bb64de58144ceb2f20.jpg,1,1,0,0,1,0,LSD
lumpy/img1334.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0065_jpg.rf.2d72cd0ea554569e732ef9aff65edc88.jpg,1,1,0,0,1,0,LSD
lumpy/img1846_jpg.rf.846d5e11c206b7055fc49421f6dea8b2.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0187_jpg.rf.81a301531495cb7f508ef633af5c2c70.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0065_jpg.rf.e33bca929c763a2131874b800f18476d.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-157-_png_jpg.rf.65fa3a507be7e9f65a6e7eb68a0ba8c5.jpg,1,1,0,0,1,0,LSD
lumpy/img1024.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_075854_jpg.rf.34007dd888b4884a0738b790b5fee9de.jpg,1,1,0,0,1,0,LSD
lumpy/img1196.jpg,1,1,0,0,1,0,LSD
lumpy/img1344.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_110005_jpg.rf.6614165c19307865766ee9b3d39a9cfa.jpg,1,1,0,0,1,0,LSD
lumpy/img1184.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220902-WA0042_jpg.rf.3fee9b5f2a0ca3f1317d61a5c6e11d52.jpg,1,1,0,0,1,0,LSD
lumpy/LS-3_jpg.rf.028d224cf01bbb54b0bb0b885e05722d.jpg,1,1,0,0,1,0,LSD
lumpy/vlcsnap-2022-09-13-14h30m25s821_png_jpg.rf.3599e0a45e87bf1e6450424001126d4f.jpg,1,1,0,0,1,0,LSD
lumpy/img2030_jpg.rf.0448ea72880294a4587e32792a5558ab.jpg,1,1,0,0,1,0,LSD
lumpy/img1383.jpg,1,1,0,0,1,0,LSD
lumpy/img2433_jpg.rf.6f4675d91c518acd7c0bab86b2d3e04f.jpg,1,1,0,0,1,0,LSD
lumpy/vlcsnap-2022-09-13-14h24m09s331_png_jpg.rf.c321ca7a5f278cf458cdc1dc7fb0c97d.jpg,1,1,0,0,1,0,LSD
lumpy/img1079.jpg,1,1,0,0,1,0,LSD
lumpy/LS-4_jpg.rf.793767c7a09b121b1d375ba3824b45b2.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_075647_jpg.rf.d350519e9710b8153c306449b3e4ea98.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0126_jpg.rf.a9676fd5dbb54df949a2bce9549e5b3c.jpg,1,1,0,0,1,0,LSD
lumpy/vlcsnap-2022-09-13-14h23m33s221_png_jpg.rf.068f9c305e1c18e7a22eef99b9a10b11.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220906_174431_jpg.rf.2b3e2905d93f7829c42b18c2135db0b5.jpg,1,1,0,0,1,0,LSD
lumpy/img1030.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-178-_png_jpg.rf.57f7674f88dee7c5a55bb2daa74dc444.jpg,1,1,0,0,1,0,LSD
lumpy/img1326_jpg.rf.d352beeaaeb791bad184f474dd599fa7.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_5_png.rf.d9803a768a55de1ce62105e38c88d81d.jpg,1,1,0,0,1,0,LSD
lumpy/img1227.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0207_jpg.rf.5d1ccb72a2cea100d960f5a0ba9bb145.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_200_png.rf.39ff89fe09c476f7915fd98568076e7b.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220829_124417_jpg.rf.0a3e02972f58397688545e68bf03ee47.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_52_png.rf.1770ccd401062c3cd838abcda3e46487.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-189-_png_jpg.rf.d75aaf23c5e306ccc2ad870e55df645a.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_32_png.rf.ffee177f0a2fc6287c8ccd9376fee72c.jpg,1,1,0,0,1,0,LSD
lumpy/img1290(1).jpg,1,1,0,0,1,0,LSD
lumpy/img1564_jpg.rf.d9864efd9c90316203317626d456e9c7.jpg,1,1,0,0,1,0,LSD
lumpy/img2094_jpg.rf.0dee75d8a69960a66826238f6a4f4fcc.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_105002_jpg.rf.75b2b968b6d2ed548be25cae036fc293.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0049_jpg.rf.b7b6b51d30e7c66191edf52f9e1e6172.jpg,1,1,0,0,1,0,LSD
lumpy/img1229.jpg,1,1,0,0,1,0,LSD
lumpy/img1765_jpg.rf.cc1ba4878a6b23209215ea91be628309.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0132_jpg.rf.a563eb45ac0dc0711d5baa6a8df482ad.jpg,1,1,0,0,1,0,LSD
lumpy/img1032.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_080456_jpg.rf.b7a944b810489d2b2630cd18ff8e7555.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220902-WA0043_jpg.rf.8828812dfffb4b5cff448c2bf30e7072 - Copy - Copy - Copy - Copy (2).jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0200_jpg.rf.dc51fa35c90d25db5bee77aad4673370.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0084_jpg.rf.682e573de1c304b3e6c48976cb682f54.jpg,1,1,0,0,1,0,LSD
lumpy/Gallery_1661886056242_jpg.rf.7517b791c3c4eb9cbd96deb45034cd58.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_110005_jpg.rf.e2c346c25a6fe0802721d99ab8b41e73.jpg,1,1,0,0,1,0,LSD
lumpy/img1182.jpg,1,1,0,0,1,0,LSD
lumpy/img1825_jpg.rf.d79adce4a5dff810883836e348e28a65.jpg,1,1,0,0,1,0,LSD
lumpy/vlcsnap-2022-09-13-14h23m04s863_png_jpg.rf.89a3ca8c04cf03cfd1c145b8bb27495a.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-38-_png_jpg.rf.941ea7941486495955db39b68888ece4.jpg,1,1,0,0,1,0,LSD
lumpy/Screenshot_2022_0901_184214_png_jpg.rf.ad0fa397ba58b65bacfb51f7216501ba.jpg,1,1,0,0,1,0,LSD
lumpy/img2029_jpg.rf.97d8e0695f201a6c9ec8c4da72199a15.jpg,1,1,0,0,1,0,LSD
lumpy/img1616_jpg.rf.56df211120fb1dd158b5c394430806c6.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_5_png.rf.66a15a29a67915af6dc0013fb9d035ce.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_168-resized.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-109-_png_jpg.rf.e1d71252cf9f6840654deb805aec2261.jpg,1,1,0,0,1,0,LSD
lumpy/img1210.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_173_png.rf.d07a72e6b3c8f3e1e298d986ddb22009.jpg,1,1,0,0,1,0,LSD
lumpy/img1975_jpg.rf.c72cd72a0316067dc785bd436d427bf1.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_120145_jpg.rf.2a362f20ae645f611623a2e314a8c861.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-84-_png_jpg.rf.611d00ec3431fb1bc473e1127b483f14.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0192_jpg.rf.6945ea6bb56d08901d4cffc694d3fe61.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0151_jpg.rf.7f1d48639f6b053dc3e6450c142a9694.jpg,1,1,0,0,1,0,LSD
lumpy/img1130.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220907_184051_jpg.rf.290759e54764206d171cd3a0dc22fbb0.jpg,1,1,0,0,1,0,LSD
lumpy/LS-9_jpg.rf.4d6cac21eba77b1036d8fcf21ce87db2.jpg,1,1,0,0,1,0,LSD
lumpy/img1398.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0195_jpg.rf.d72777ffa737de3d50f736d8f8b42d35.jpg,1,1,0,0,1,0,LSD
lumpy/img1207.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0079_jpg.rf.80ba57d202c4dcc90f9bff0840d6cdfa.jpg,1,1,0,0,1,0,LSD
lumpy/img1264.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-89-_jpg.rf.160cf55b5bc9dfce090bca58e2d067aa.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_105903_jpg.rf.09aca6068e731d99d81e428ac82832c4.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_252_png.rf.109de9b2b5a0826b1c15bb0d5f9f176b.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220903-WA0024_jpg.rf.7d9e3216c1cb55e7fc6c4b1b07618d7b.jpg,1,1,0,0,1,0,LSD
lumpy/img2025_jpg.rf.3b820e8bd3ffab28f48cb820a4b34fcd.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220906-WA0002_jpg.rf.634d233facb4b98f44bd9efdd29eed0a.jpg,1,1,0,0,1,0,LSD
lumpy/LSD-264-_png_jpg.rf.feb8a0dd9e1a53995dbcba6a9cd4f350.jpg,1,1,0,0,1,0,LSD
lumpy/img1688_jpg.rf.f9152bfcf389d08f1bbbf1076af3e629.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0187_jpg.rf.74b5a27b1d262f14bf882656feb19b69.jpg,1,1,0,0,1,0,LSD
lumpy/img1174.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220830_113832_jpg.rf.b450c6ba707a1e228e3f6a37797da106.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0187_jpg.rf.1fa4335c08d60c6cf2cd0bc9176b6dd4.jpg,1,1,0,0,1,0,LSD
lumpy/img2054_jpg.rf.acdd93ed184353aafdf658cb18117328.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0107_jpg.rf.afd126d331610cfa45f0470e362f44e9.jpg,1,1,0,0,1,0,LSD
lumpy/4_jpg.rf.b310c8373cc6da412b946f969c291589.jpg,1,1,0,0,1,0,LSD
lumpy/img1033.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220906_172801_jpg.rf.83658dbaf5016e5c79dfb4120f7bac2d.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220906_174444_jpg.rf.37da75769c06a5207a9cee82381a8f06.jpg,1,1,0,0,1,0,LSD
lumpy/Lumpy_Skin_26_png.rf.fd915e5a19f7ba14022f0899bccd7b3b.jpg,1,1,0,0,1,0,LSD
lumpy/27_jpg.rf.6395dd7993e5b81ad8c4b37830c4ba02.jpg,1,1,0,0,1,0,LSD
lumpy/img1951_jpg.rf.ff5905a44b649379e52efaa4c997293b.jpg,1,1,0,0,1,0,LSD
lumpy/IMG-20220830-WA0151_jpg.rf.88e06ef4cf6c878afe71af79630b4a75.jpg,1,1,0,0,1,0,LSD
lumpy/IMG_20220829_130241_jpg.rf.48f79c9d7334c4ba79a9369ee9807b09.jpg,1,1,0,0,1,0,LSD
lumpy/1_jpg.rf.91676f54ce11d2a2c0c622e069aa54fa.jpg,1,1,0,0,1,0,LSD
lumpy/img1790_jpg.rf.fcdc825c250fdd11d68f05239e57aee0.jpg,1,1,0,0,1,0,LSD
